,date,count,department_name,year,month,day_of_week,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,January,March,May
28814,2020-04-23,117,Orlando Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
27832,2020-04-23,82,Ontario Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
21672,2020-04-23,130,Madison Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
7283,2020-04-23,27,Cedar Rapids Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
29147,2020-04-23,342,Palm Beach County Fire Rescue,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
19150,2020-04-23,22,Jersey City Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
12236,2020-04-23,14,Coral Gables Fire and Rescue Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
2515,2020-04-23,197,Anne Arundel County Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
11557,2020-04-23,460,Columbus Division of Fire,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
17134,2020-04-23,64,Hall County Fire Services,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
23753,2020-04-23,618,Miami-Dade Fire Rescue Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
15750,2020-04-23,13,Fishers Fire and Emergency Services,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
40751,2020-04-23,25,Torrington Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
41883,2020-04-23,231,Tucson Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
14463,2020-04-23,27,East Pierce Fire and Rescue,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
21414,2020-04-23,54,Loudoun County Fire Rescue and EMS,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
9547,2020-04-23,35,City of Roseville Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
1828,2020-04-23,50,Alexandria Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
37350,2020-04-23,1,Southern Platte Fire Protection District,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
16437,2020-04-23,64,Golder Ranch Fire District,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
29826,2020-04-23,61,Pasco Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
446,2020-04-23,29,Adams County Fire Protection District,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
25835,2020-04-23,11,Noblesville Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
32574,2020-04-23,10,Rincon Valley Fire District,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
5824,2020-04-23,118,Broward County Sheriffs Office Department of Fire Rescue,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
38396,2020-04-23,117,St Lucie County Fire District,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
39440,2020-04-23,49,The Villages Public Safety Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
34759,2020-04-23,378,San Francisco Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
7883,2020-04-23,2,Cicero Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
10742,2020-04-23,10,City of Westfield Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
24447,2020-04-23,21,New Rochelle Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
3087,2020-04-23,36,Asheville Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
8856,2020-04-23,57,City of Fort Myers Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
17884,2020-04-23,16,Jackson County Fire District 3,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
22366,2020-04-23,330,Memphis Division of Fire Services,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
35802,2020-04-23,1,Simsbury Volunteer Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
30664,2020-04-23,9,Plainfield Fire Protection District,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
33375,2020-04-23,16,Rogers Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
4440,2020-04-23,42,Bellevue Fire Department,2020,April,Thursday,0,0,0,1,0,0,1,0,0,0
38041,2020-04-24,15,St Louis Park Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
447,2020-04-24,24,Adams County Fire Protection District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
13832,2020-04-24,42,Delray Beach Fire-Rescue Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
14464,2020-04-24,29,East Pierce Fire and Rescue,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
39441,2020-04-24,57,The Villages Public Safety Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
38397,2020-04-24,119,St Lucie County Fire District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
12237,2020-04-24,11,Coral Gables Fire and Rescue Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
16438,2020-04-24,70,Golder Ranch Fire District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
15751,2020-04-24,16,Fishers Fire and Emergency Services,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
40097,2020-04-24,3,Toms River Fire District 1,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
13214,2020-04-24,7,Delaware Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
5825,2020-04-24,118,Broward County Sheriffs Office Department of Fire Rescue,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
36661,2020-04-24,21,South Adams County Fire Protection District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
6189,2020-04-24,62,Cape Coral Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
1137,2020-04-24,253,Albuquerque Fire Rescue,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
28815,2020-04-24,102,Orlando Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
10743,2020-04-24,9,City of Westfield Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
41884,2020-04-24,259,Tucson Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
41194,2020-04-24,23,Town of Manchester Fire-Rescue-EMS Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
27136,2020-04-24,28,Olathe Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
34760,2020-04-24,388,San Francisco Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
3088,2020-04-24,34,Asheville Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
43448,2020-04-24,82,West Metro Fire Rescue,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
1829,2020-04-24,44,Alexandria Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
17885,2020-04-24,15,Jackson County Fire District 3,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
31355,2020-04-24,68,Richland Fire and Emergency Services,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
26525,2020-04-24,53,Northwest Fire District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
32575,2020-04-24,11,Rincon Valley Fire District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
42857,2020-04-24,1,Wayne Township Volunteer Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
27833,2020-04-24,83,Ontario Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
30665,2020-04-24,11,Plainfield Fire Protection District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
35803,2020-04-24,1,Simsbury Volunteer Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
37351,2020-04-24,2,Southern Platte Fire Protection District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
17135,2020-04-24,76,Hall County Fire Services,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
42482,2020-04-24,471,Washington DC Fire & EMS Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
21415,2020-04-24,62,Loudoun County Fire Rescue and EMS,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
19151,2020-04-24,22,Jersey City Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
29148,2020-04-24,329,Palm Beach County Fire Rescue,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
11558,2020-04-24,435,Columbus Division of Fire,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
9548,2020-04-24,46,City of Roseville Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
25836,2020-04-24,18,Noblesville Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
7884,2020-04-24,3,Cicero Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
34066,2020-04-24,253,Sacramento Metropolitan Fire District,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
20727,2020-04-24,1080,Los Angeles County Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
22367,2020-04-24,369,Memphis Division of Fire Services,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
3750,2020-04-24,14,Beavercreek Township Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
7284,2020-04-24,33,Cedar Rapids Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
20032,2020-04-24,146,Lexington Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
8857,2020-04-24,57,City of Fort Myers Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
6865,2020-04-24,18,Carmel Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
29827,2020-04-24,68,Pasco Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
40752,2020-04-24,23,Torrington Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
23061,2020-04-24,222,Mesa Fire and Medical Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
5135,2020-04-24,183,Boston Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
32040,2020-04-24,94,Richmond Fire and Emergency Services,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
24448,2020-04-24,20,New Rochelle Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
23754,2020-04-24,622,Miami-Dade Fire Rescue Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
4441,2020-04-24,24,Bellevue Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
44139,2020-04-24,66,West Palm Beach Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
35238,2020-04-24,1,Sheridan Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
10237,2020-04-24,135,City of Saint Paul Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
33376,2020-04-24,22,Rogers Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
2516,2020-04-24,195,Anne Arundel County Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
25142,2020-04-24,82,Newport News Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
21673,2020-04-24,129,Madison Fire Department,2020,April,Friday,1,0,0,0,0,0,1,0,0,0
27137,2020-04-25,43,Olathe Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
41885,2020-04-25,219,Tucson Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
4442,2020-04-25,32,Bellevue Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
20033,2020-04-25,125,Lexington Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
42858,2020-04-25,1,Wayne Township Volunteer Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
36662,2020-04-25,20,South Adams County Fire Protection District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
27834,2020-04-25,75,Ontario Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
19152,2020-04-25,27,Jersey City Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
34067,2020-04-25,247,Sacramento Metropolitan Fire District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
6866,2020-04-25,11,Carmel Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
38042,2020-04-25,6,St Louis Park Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
22368,2020-04-25,319,Memphis Division of Fire Services,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
10238,2020-04-25,117,City of Saint Paul Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
24449,2020-04-25,27,New Rochelle Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
11559,2020-04-25,466,Columbus Division of Fire,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
21674,2020-04-25,119,Madison Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
1830,2020-04-25,54,Alexandria Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
41195,2020-04-25,23,Town of Manchester Fire-Rescue-EMS Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
44140,2020-04-25,54,West Palm Beach Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
6190,2020-04-25,46,Cape Coral Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
31356,2020-04-25,79,Richland Fire and Emergency Services,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
26526,2020-04-25,44,Northwest Fire District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
35804,2020-04-25,4,Simsbury Volunteer Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
42483,2020-04-25,519,Washington DC Fire & EMS Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
28816,2020-04-25,102,Orlando Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
13833,2020-04-25,50,Delray Beach Fire-Rescue Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
1138,2020-04-25,223,Albuquerque Fire Rescue,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
15097,2020-04-25,3,Fairmount Fire Protection District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
32576,2020-04-25,6,Rincon Valley Fire District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
15752,2020-04-25,15,Fishers Fire and Emergency Services,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
448,2020-04-25,16,Adams County Fire Protection District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
7285,2020-04-25,28,Cedar Rapids Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
38398,2020-04-25,139,St Lucie County Fire District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
39442,2020-04-25,67,The Villages Public Safety Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
34761,2020-04-25,358,San Francisco Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
10744,2020-04-25,6,City of Westfield Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
37352,2020-04-25,2,Southern Platte Fire Protection District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
9549,2020-04-25,33,City of Roseville Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
35239,2020-04-25,1,Sheridan Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
25143,2020-04-25,77,Newport News Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
33377,2020-04-25,13,Rogers Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
8858,2020-04-25,55,City of Fort Myers Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
40753,2020-04-25,26,Torrington Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
5136,2020-04-25,178,Boston Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
3751,2020-04-25,10,Beavercreek Township Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
20728,2020-04-25,1042,Los Angeles County Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
2517,2020-04-25,183,Anne Arundel County Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
17136,2020-04-25,63,Hall County Fire Services,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
16439,2020-04-25,65,Golder Ranch Fire District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
29828,2020-04-25,79,Pasco Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
17886,2020-04-25,20,Jackson County Fire District 3,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
21416,2020-04-25,65,Loudoun County Fire Rescue and EMS,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
13215,2020-04-25,15,Delaware Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
40098,2020-04-25,2,Toms River Fire District 1,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
5826,2020-04-25,138,Broward County Sheriffs Office Department of Fire Rescue,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
30666,2020-04-25,8,Plainfield Fire Protection District,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
25837,2020-04-25,10,Noblesville Fire Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
12238,2020-04-25,16,Coral Gables Fire and Rescue Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
29149,2020-04-25,335,Palm Beach County Fire Rescue,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
43449,2020-04-25,94,West Metro Fire Rescue,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
14465,2020-04-25,23,East Pierce Fire and Rescue,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
23062,2020-04-25,190,Mesa Fire and Medical Department,2020,April,Saturday,0,1,0,0,0,0,1,0,0,0
25838,2020-04-26,12,Noblesville Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
27835,2020-04-26,55,Ontario Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
4443,2020-04-26,27,Bellevue Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
30667,2020-04-26,13,Plainfield Fire Protection District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
10239,2020-04-26,122,City of Saint Paul Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
20729,2020-04-26,965,Los Angeles County Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
35240,2020-04-26,2,Sheridan Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
6867,2020-04-26,13,Carmel Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
8859,2020-04-26,42,City of Fort Myers Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
2518,2020-04-26,170,Anne Arundel County Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
19153,2020-04-26,22,Jersey City Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
10745,2020-04-26,6,City of Westfield Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
5827,2020-04-26,131,Broward County Sheriffs Office Department of Fire Rescue,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
13834,2020-04-26,39,Delray Beach Fire-Rescue Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
41886,2020-04-26,239,Tucson Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
38399,2020-04-26,127,St Lucie County Fire District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
12239,2020-04-26,19,Coral Gables Fire and Rescue Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
21417,2020-04-26,56,Loudoun County Fire Rescue and EMS,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
28817,2020-04-26,97,Orlando Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
21675,2020-04-26,143,Madison Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
24450,2020-04-26,23,New Rochelle Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
32577,2020-04-26,6,Rincon Valley Fire District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
29150,2020-04-26,352,Palm Beach County Fire Rescue,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
25144,2020-04-26,61,Newport News Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
34762,2020-04-26,342,San Francisco Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
22369,2020-04-26,312,Memphis Division of Fire Services,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
15098,2020-04-26,2,Fairmount Fire Protection District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
18496,2020-04-26,2,Jackson Township Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
26527,2020-04-26,49,Northwest Fire District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
7286,2020-04-26,36,Cedar Rapids Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
3752,2020-04-26,10,Beavercreek Township Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
5137,2020-04-26,144,Boston Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
40754,2020-04-26,18,Torrington Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
33378,2020-04-26,19,Rogers Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
17137,2020-04-26,61,Hall County Fire Services,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
36663,2020-04-26,25,South Adams County Fire Protection District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
27138,2020-04-26,27,Olathe Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
17887,2020-04-26,12,Jackson County Fire District 3,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
9550,2020-04-26,36,City of Roseville Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
23063,2020-04-26,214,Mesa Fire and Medical Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
1139,2020-04-26,226,Albuquerque Fire Rescue,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
14466,2020-04-26,28,East Pierce Fire and Rescue,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
23755,2020-04-26,605,Miami-Dade Fire Rescue Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
43450,2020-04-26,78,West Metro Fire Rescue,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
37353,2020-04-26,4,Southern Platte Fire Protection District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
42484,2020-04-26,462,Washington DC Fire & EMS Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
6191,2020-04-26,46,Cape Coral Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
16440,2020-04-26,49,Golder Ranch Fire District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
29829,2020-04-26,78,Pasco Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
31357,2020-04-26,78,Richland Fire and Emergency Services,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
7885,2020-04-26,1,Cicero Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
3089,2020-04-26,44,Asheville Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
13216,2020-04-26,13,Delaware Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
1831,2020-04-26,50,Alexandria Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
38043,2020-04-26,13,St Louis Park Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
34068,2020-04-26,237,Sacramento Metropolitan Fire District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
449,2020-04-26,19,Adams County Fire Protection District,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
41196,2020-04-26,18,Town of Manchester Fire-Rescue-EMS Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
44141,2020-04-26,79,West Palm Beach Fire Department,2020,April,Sunday,0,0,1,0,0,0,1,0,0,0
23756,2020-04-27,606,Miami-Dade Fire Rescue Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
17888,2020-04-27,24,Jackson County Fire District 3,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
1140,2020-04-27,254,Albuquerque Fire Rescue,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
43451,2020-04-27,102,West Metro Fire Rescue,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
9551,2020-04-27,45,City of Roseville Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
39443,2020-04-27,57,The Villages Public Safety Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
13217,2020-04-27,14,Delaware Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
32578,2020-04-27,11,Rincon Valley Fire District,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
37354,2020-04-27,8,Southern Platte Fire Protection District,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
23064,2020-04-27,198,Mesa Fire and Medical Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
38400,2020-04-27,117,St Lucie County Fire District,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
14467,2020-04-27,18,East Pierce Fire and Rescue,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
12240,2020-04-27,15,Coral Gables Fire and Rescue Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
7287,2020-04-27,34,Cedar Rapids Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
25145,2020-04-27,78,Newport News Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
40099,2020-04-27,2,Toms River Fire District 1,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
2519,2020-04-27,190,Anne Arundel County Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
21418,2020-04-27,65,Loudoun County Fire Rescue and EMS,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
29151,2020-04-27,350,Palm Beach County Fire Rescue,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
17138,2020-04-27,78,Hall County Fire Services,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
450,2020-04-27,21,Adams County Fire Protection District,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
16441,2020-04-27,56,Golder Ranch Fire District,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
8860,2020-04-27,51,City of Fort Myers Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
27836,2020-04-27,80,Ontario Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
6192,2020-04-27,64,Cape Coral Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
26528,2020-04-27,46,Northwest Fire District,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
29830,2020-04-27,63,Pasco Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
35805,2020-04-27,2,Simsbury Volunteer Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
3753,2020-04-27,15,Beavercreek Township Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
28818,2020-04-27,96,Orlando Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
44142,2020-04-27,61,West Palm Beach Fire Department,2020,April,Monday,0,0,0,0,0,0,1,0,0,0
